Instance,N,K,Transitions (min),States (min),Time(min),Transitions (max),States (max),Time(max),Transitions (mean),States (mean),Time(mean),Failed
AT,2,2,36,23,2,53,33,123,49.55,32.05,10.24,0
AT,2,3,50,33,3,85,48,117,75.5,46,7.89,0
AT,2,4,77,50,4,125,65,190,108.78,62.12,12.29,0
AT,2,5,105,70,5,173,84,142,154.49,81.46,14.54,0
AT,2,6,134,80,6,229,105,140,199.1,100.96,19.67,0
AT,2,7,105,71,6,293,128,208,247.19,121.71,28.86,0
AT,2,8,110,83,5,365,153,123,312.22,146.85,40.13,0
AT,2,9,214,128,11,445,180,158,380.14,172.75,48.33,0
AT,2,10,245,159,13,533,209,204,448.64,200.83,62.37,0
AT,2,11,238,162,13,629,240,266,519.72,228.8,76,0
AT,2,12,319,201,17,733,273,305,593.48,258.96,88.23,0
AT,2,13,341,213,18,844,308,391,709.08,295.67,119.71,0
AT,2,14,353,221,22,965,345,520,835.48,334.69,158.45,0
AT,2,15,280,182,18,1093,384,680,912.07,369.22,187.79,0
AT,3,2,144,112,7,242,158,149,212.9,143.46,15.54,0
AT,3,3,403,250,29,511,297,199,462.58,279.15,60.74,0
AT,3,4,575,357,47,915,486,399,807.11,454.14,149.59,0
AT,3,5,924,562,99,1508,736,1089,1289.75,683.24,385.58,0
AT,3,6,1534,836,300,2324,1048,2852,2016.84,989.54,931.42,0
AT,3,7,1859,1069,415,3401,1439,6048,2912.35,1352.56,2192.9,0
AT,3,8,2462,1396,347,4770,1908,13919,4103.66,1801.23,5211.23,0
AT,3,9,3372,1893,-651,5001,2306,14996,4887.88,2237.31,4907.25,80
AT,3,10,4266,2324,400,5001,2595,10184,4988.2,2528.71,2095.25,98
AT,3,11,4669,2640,446,5001,2870,4326,4997.68,2766.78,1108.48,99
AT,3,12,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,3,13,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,3,14,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,3,15,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,4,2,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,4,3,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,4,4,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,4,5,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,4,6,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,4,7,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,4,8,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,4,9,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,4,10,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,4,11,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,4,12,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,4,13,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,4,14,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,4,15,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,5,2,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,5,3,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,5,4,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,5,5,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,5,6,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,5,7,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,5,8,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,5,9,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,5,10,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,5,11,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,5,12,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,5,13,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,5,14,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,5,15,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,6,2,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,6,3,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,6,4,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,6,5,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,6,6,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,6,7,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,6,8,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,6,9,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,6,10,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,6,11,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,6,12,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,6,13,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,6,14,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,6,15,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,7,2,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,7,3,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,7,4,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,7,5,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,7,6,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,7,7,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,7,8,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,7,9,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,7,10,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,7,11,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,7,12,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,7,13,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,7,14,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,7,15,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,8,2,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,8,3,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,8,4,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,8,5,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,8,6,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,8,7,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,8,8,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,8,9,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,8,10,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,8,11,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,8,12,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,8,13,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,8,14,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,8,15,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,9,2,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,9,3,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,9,4,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,9,5,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,9,6,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,9,7,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,9,8,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,9,9,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,9,10,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,9,11,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,9,12,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,9,13,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,9,14,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,9,15,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,10,2,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,10,3,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,10,4,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,10,5,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,10,6,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,10,7,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,10,8,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,10,9,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,10,10,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,10,11,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,10,12,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,10,13,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,10,14,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,10,15,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,11,2,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,11,3,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,11,4,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,11,5,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,11,6,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,11,7,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,11,8,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,11,9,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,11,10,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,11,11,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,11,12,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,11,13,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,11,14,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,11,15,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,12,2,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,12,3,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,12,4,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,12,5,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,12,6,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,12,7,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,12,8,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,12,9,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,12,10,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,12,11,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,12,12,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,12,13,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,12,14,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,12,15,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,13,2,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,13,3,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,13,4,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,13,5,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,13,6,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,13,7,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,13,8,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,13,9,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,13,10,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,13,11,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,13,12,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,13,13,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,13,14,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,13,15,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,14,2,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,14,3,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,14,4,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,14,5,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,14,6,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,14,7,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,14,8,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,14,9,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,14,10,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,14,11,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,14,12,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,14,13,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,14,14,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,14,15,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,15,2,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,15,3,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,15,4,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,15,5,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,15,6,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,15,7,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,15,8,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,15,9,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,15,10,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,15,11,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,15,12,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,15,13,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,15,14,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
AT,15,15,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,2,2,54,35,2,99,54,63,86.63,50.49,5.33,0
BW,2,3,89,54,4,164,81,54,134.34,72.07,8.58,0
BW,2,4,117,68,6,244,114,68,198.5,100.03,16.56,0
BW,2,5,197,105,13,335,153,85,283.91,135.92,33.18,0
BW,2,6,224,118,15,450,198,128,363.72,169.69,56.45,0
BW,2,7,282,147,25,577,249,172,474.97,215.29,96.25,0
BW,2,8,364,175,58,718,305,263,579.19,258.59,147.65,0
BW,2,9,452,210,76,870,368,390,686.94,302.67,216.83,0
BW,2,10,590,265,125,1037,432,589,839.52,364.3,340.25,0
BW,2,11,580,264,181,1229,507,862,1011.5,433.65,520.37,0
BW,2,12,768,336,245,1433,588,1310,1161.43,493.32,718.96,0
BW,2,13,788,349,331,1619,672,1755,1344.41,565.57,1029.36,0
BW,2,14,1077,467,527,1885,762,2645,1544.12,645.38,1445.53,0
BW,2,15,1171,502,610,2154,865,3839,1707.68,710.14,1872.23,0
BW,3,2,259,169,14,516,251,104,427.97,230.51,42.44,0
BW,3,3,510,301,48,1065,487,410,809.18,416.31,167.85,0
BW,3,4,847,459,183,1881,842,1651,1402.99,691.06,677.49,0
BW,3,5,1324,687,421,2986,1300,5836,2111.1,1019.07,1836.32,0
BW,3,6,2042,1023,1420,4658,1986,17292,3215.55,1502.77,5869.92,0
BW,3,7,2727,1336,2911,5001,2306,19713,4311.29,1996.15,11668.12,21
BW,3,8,3907,1890,8066,5001,2355,19381,4940.62,2296.98,14715.35,86
BW,3,9,4979,2290,9595,5001,2396,15992,5000.78,2341.29,12791.11,99
BW,3,10,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,3,11,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,3,12,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,3,13,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,3,14,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,3,15,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,4,2,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,4,3,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,4,4,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,4,5,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,4,6,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,4,7,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,4,8,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,4,9,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,4,10,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,4,11,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,4,12,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,4,13,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,4,14,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,4,15,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,5,2,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,5,3,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,5,4,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,5,5,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,5,6,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,5,7,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,5,8,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,5,9,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,5,10,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,5,11,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,5,12,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,5,13,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,5,14,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,5,15,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,6,2,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,6,3,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,6,4,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,6,5,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,6,6,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,6,7,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,6,8,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,6,9,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,6,10,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,6,11,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,6,12,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,6,13,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,6,14,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,6,15,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,7,2,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,7,3,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,7,4,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,7,5,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,7,6,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,7,7,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,7,8,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,7,9,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,7,10,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,7,11,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,7,12,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,7,13,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,7,14,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,7,15,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,8,2,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,8,3,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,8,4,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,8,5,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,8,6,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,8,7,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,8,8,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,8,9,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,8,10,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,8,11,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,8,12,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,8,13,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,8,14,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,8,15,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,9,2,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,9,3,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,9,4,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,9,5,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,9,6,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,9,7,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,9,8,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,9,9,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,9,10,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,9,11,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,9,12,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,9,13,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,9,14,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,9,15,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,10,2,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,10,3,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,10,4,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,10,5,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,10,6,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,10,7,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,10,8,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,10,9,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,10,10,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,10,11,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,10,12,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,10,13,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,10,14,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,10,15,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,11,2,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,11,3,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,11,4,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,11,5,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,11,6,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,11,7,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,11,8,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,11,9,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,11,10,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,11,11,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,11,12,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,11,13,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,11,14,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,11,15,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,12,2,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,12,3,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,12,4,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,12,5,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,12,6,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,12,7,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,12,8,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,12,9,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,12,10,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,12,11,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,12,12,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,12,13,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,12,14,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,12,15,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,13,2,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,13,3,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,13,4,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,13,5,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,13,6,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,13,7,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,13,8,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,13,9,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,13,10,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,13,11,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,13,12,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,13,13,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,13,14,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,13,15,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,14,2,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,14,3,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,14,4,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,14,5,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,14,6,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,14,7,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,14,8,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,14,9,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,14,10,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,14,11,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,14,12,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,14,13,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,14,14,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,14,15,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,15,2,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,15,3,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,15,4,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,15,5,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,15,6,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,15,7,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,15,8,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,15,9,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
BW,15,10,9999999,9999999,9999999,-1,-1,-1,0,0,0,100
